text,aspectCategory,polarity,tokens
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",service,positive,"['When', 'my', 'dessert', 'came,', 'there', 'was', 'a', 'candle', 'in', 'it', '-', 'not', 'because', 'anyone', 'asked', 'for', 'one', '-', 'but', 'because', 'the', 'waiter', 'must', 'have', 'seen', 'me', 'opening', 'my', 'birthday', 'card', 'and', 'gift,', 'and', 'said', 'he', 'knew', 'it', 'was', 'a', 'special', 'occassion', 'of', 'some', 'sort.']"
"I got the $10 10-piece dim sum combo, every bite of which was great.",price,positive,"['I', 'got', 'the', '$10', '10-piece', 'dim', 'sum', 'combo,', 'every', 'bite', 'of', 'which', 'was', 'great.']"
"I got the $10 10-piece dim sum combo, every bite of which was great.",food,positive,"['I', 'got', 'the', '$10', '10-piece', 'dim', 'sum', 'combo,', 'every', 'bite', 'of', 'which', 'was', 'great.']"
There are other Vietnamese restaurants in the chinatown area and you can forget about those.,anecdotes/miscellaneous,neutral,"['There', 'are', 'other', 'Vietnamese', 'restaurants', 'in', 'the', 'chinatown', 'area', 'and', 'you', 'can', 'forget', 'about', 'those.']"
There is also very limited seating and there can be a substantial wait in getting food at peak times.,ambience,negative,"['There', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'food', 'at', 'peak', 'times.']"
There is also very limited seating and there can be a substantial wait in getting food at peak times.,service,negative,"['There', 'is', 'also', 'very', 'limited', 'seating', 'and', 'there', 'can', 'be', 'a', 'substantial', 'wait', 'in', 'getting', 'food', 'at', 'peak', 'times.']"
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",food,positive,"['If', ""it's"", 'just', 'a', 'quick', 'martini', 'at', 'the', 'bar', '(which', 'I', 'recommend', ""Jeffery's)"", 'or', 'a', 'mind', 'blowing', 'Roast', 'Chicken,', 'go', 'to', 'Village!']"
No thanks!!!,anecdotes/miscellaneous,negative,"['No', 'thanks!!!']"
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",service,conflict,"['There', 'was', 'a', 'long', 'wait', 'for', 'a', 'table', 'outside,', 'but', 'it', 'was', 'a', 'little', 'too', 'hot', 'in', 'the', 'sun', 'anyway', 'so', 'our', 'insde', 'table', 'was', 'very', 'nice.']"
I would definently recommend this restaurant.,anecdotes/miscellaneous,positive,"['I', 'would', 'definently', 'recommend', 'this', 'restaurant.']"
The prices are wonderfully low.,price,positive,"['The', 'prices', 'are', 'wonderfully', 'low.']"
If you like spicy food get the chicken vindaloo.,food,positive,"['If', 'you', 'like', 'spicy', 'food', 'get', 'the', 'chicken', 'vindaloo.']"
I lOVE THIS PLACE!,anecdotes/miscellaneous,positive,"['I', 'lOVE', 'THIS', 'PLACE!']"
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,food,positive,"['I', 'have', 'never', 'been', 'disappointed', 'but', 'their', 'true', 'strength', 'lays', 'in', 'their', 'amazingly', 'delicious', 'and', 'cheap', 'lunch', 'specials.']"
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,price,positive,"['I', 'have', 'never', 'been', 'disappointed', 'but', 'their', 'true', 'strength', 'lays', 'in', 'their', 'amazingly', 'delicious', 'and', 'cheap', 'lunch', 'specials.']"
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",food,positive,"['So', 'much', 'more', 'than', 'the', 'usual', 'bar', 'food,', 'go', 'there', 'to', 'enjoy', 'the', 'menu', 'while', 'sampling', 'one', 'of', 'their', 'hand-crafted', 'beers.']"
"A big disappointment, all around.",anecdotes/miscellaneous,negative,"['A', 'big', 'disappointment,', 'all', 'around.']"
And its absolutely DELICIOUS.,food,positive,"['And', 'its', 'absolutely', 'DELICIOUS.']"
No free drink.,price,negative,"['No', 'free', 'drink.']"
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,food,conflict,"['I', 'would', 'say', 'that', 'all', 'was', 'fine', 'and', 'tasty', 'but', 'the', 'heaviness', 'on', 'my', 'stomach', 'someting', 'that', 'i', ""can't"", 'not', 'mention', 'or', 'undermine.']"
This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,"['This', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'food', 'and', 'service', 'was', 'excellent.']"
This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,"['This', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'food', 'and', 'service', 'was', 'excellent.']"
This is my first time writing a review for a restaurant because the food and service was excellent.,anecdotes/miscellaneous,positive,"['This', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'food', 'and', 'service', 'was', 'excellent.']"
Definitely Highly NOT recommended.,anecdotes/miscellaneous,negative,"['Definitely', 'Highly', 'NOT', 'recommended.']"
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",food,positive,"['While', 'they', 'keep', 'the', 'capex', 'to', 'a', 'minimum,', 'they', 'do', 'put', 'some', 'cash', 'into', 'the', 'bagels,', 'because', 'they', 'among', 'the', 'best', 'in', 'the', 'city.']"
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",price,positive,"['While', 'they', 'keep', 'the', 'capex', 'to', 'a', 'minimum,', 'they', 'do', 'put', 'some', 'cash', 'into', 'the', 'bagels,', 'because', 'they', 'among', 'the', 'best', 'in', 'the', 'city.']"
I had a huge group for my birthday and we were well taken care of.,service,positive,"['I', 'had', 'a', 'huge', 'group', 'for', 'my', 'birthday', 'and', 'we', 'were', 'well', 'taken', 'care', 'of.']"
The two star chefs left quite some time ago to open their own place.,anecdotes/miscellaneous,neutral,"['The', 'two', 'star', 'chefs', 'left', 'quite', 'some', 'time', 'ago', 'to', 'open', 'their', 'own', 'place.']"
Don't waste money on decor.,ambience,positive,"[""Don't"", 'waste', 'money', 'on', 'decor.']"
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,ambience,positive,"['They', 'also', 'have', 'a', 'back', 'garden', 'open', 'in', 'the', 'summer', '-', 'cute', 'and', 'French', 'with', 'outdoor', 'seating', '-', 'what', 'more', 'could', 'you', 'ask', 'for?']"
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",anecdotes/miscellaneous,positive,"['go', 'to', 'any', 'corned', 'indian', 'restaurant,', 'and', 'the', 'little', 'india', 'strip', 'along', 'east', '6', 'st', 'rules', 'supreme!']"
I have never before eaten 40 pieces of relatively good nigiri.,food,neutral,"['I', 'have', 'never', 'before', 'eaten', '40', 'pieces', 'of', 'relatively', 'good', 'nigiri.']"
I have never before eaten 40 pieces of relatively good nigiri.,anecdotes/miscellaneous,neutral,"['I', 'have', 'never', 'before', 'eaten', '40', 'pieces', 'of', 'relatively', 'good', 'nigiri.']"
"Given the incredible architecture surrounding it, this place has no character.",ambience,conflict,"['Given', 'the', 'incredible', 'architecture', 'surrounding', 'it,', 'this', 'place', 'has', 'no', 'character.']"
I'd call it an 'italian dinner'.,anecdotes/miscellaneous,neutral,"[""I'd"", 'call', 'it', 'an', ""'italian"", ""dinner'.""]"
my first time here was with my gf for our 12 month anniversary.,anecdotes/miscellaneous,neutral,"['my', 'first', 'time', 'here', 'was', 'with', 'my', 'gf', 'for', 'our', '12', 'month', 'anniversary.']"
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",food,positive,"['While', 'the', 'place', 'is', 'not', 'a', 'hotspot', 'hangout,', 'the', 'drinks', 'are', 'unique', 'and', 'pack', 'a', 'lot', 'of', 'bang', 'for', 'the', 'buck.']"
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",ambience,negative,"['While', 'the', 'place', 'is', 'not', 'a', 'hotspot', 'hangout,', 'the', 'drinks', 'are', 'unique', 'and', 'pack', 'a', 'lot', 'of', 'bang', 'for', 'the', 'buck.']"
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",price,positive,"['While', 'the', 'place', 'is', 'not', 'a', 'hotspot', 'hangout,', 'the', 'drinks', 'are', 'unique', 'and', 'pack', 'a', 'lot', 'of', 'bang', 'for', 'the', 'buck.']"
I have walked by this place for eons and finally went thanks to a girls' night.,anecdotes/miscellaneous,neutral,"['I', 'have', 'walked', 'by', 'this', 'place', 'for', 'eons', 'and', 'finally', 'went', 'thanks', 'to', 'a', ""girls'"", 'night.']"
Have frequented 'ino for several years and the food remains excellent.,food,positive,"['Have', 'frequented', ""'ino"", 'for', 'several', 'years', 'and', 'the', 'food', 'remains', 'excellent.']"
Have frequented 'ino for several years and the food remains excellent.,anecdotes/miscellaneous,positive,"['Have', 'frequented', ""'ino"", 'for', 'several', 'years', 'and', 'the', 'food', 'remains', 'excellent.']"
"Their eggplant is so delicate, sweet tender!",food,positive,"['Their', 'eggplant', 'is', 'so', 'delicate,', 'sweet', 'tender!']"
I pray it stays open forever.,anecdotes/miscellaneous,positive,"['I', 'pray', 'it', 'stays', 'open', 'forever.']"
"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,"['Each', 'bite', 'of', 'food', 'at', 'Kai', 'was', 'indeed', 'delicious,', 'fresh,', 'and', 'elegant.']"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,"['all', 'the', 'food', 'was', 'excellent', '-', 'considering', 'the', 'quality', 'of', 'food', 'in', 'most', 'moderately', 'priced', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it.']"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,price,positive,"['all', 'the', 'food', 'was', 'excellent', '-', 'considering', 'the', 'quality', 'of', 'food', 'in', 'most', 'moderately', 'priced', 'restaurants', 'is', 'mediocre', 'this', 'was', 'slightly', 'more', 'pricey', 'and', 'well', 'worth', 'it.']"
"If you want to save some money, don't go here.",price,negative,"['If', 'you', 'want', 'to', 'save', 'some', 'money,', ""don't"", 'go', 'here.']"
My friend got the mushroom pizza which tasted better.,food,positive,"['My', 'friend', 'got', 'the', 'mushroom', 'pizza', 'which', 'tasted', 'better.']"
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",food,conflict,"['I', 'had', 'the', 'cod', 'with', 'paella', '(spicy', 'and', 'very', 'filling,', ""I'm"", 'a', 'big', 'eater', 'and', 'could', 'only', 'eat', 'half)', 'while', 'my', 'boyfriend', 'had', 'the', 'classic', 'fish', 'and', 'chips', '(again,', 'a', 'big', 'serving', '-', 'at', 'least', '5', 'pieces', 'of', 'fish', 'and', 'a', 'basketful', 'of', 'fries).']"
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative,"[""It's"", 'a', 'shame', 'that', 'a', 'nice,', 'convenient', 'place', 'like', 'the', 'Pink', 'Pony', 'can', 'be', 'so', 'ruined', 'by', 'lousy', 'service.']"
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",ambience,positive,"[""It's"", 'a', 'shame', 'that', 'a', 'nice,', 'convenient', 'place', 'like', 'the', 'Pink', 'Pony', 'can', 'be', 'so', 'ruined', 'by', 'lousy', 'service.']"
This is the first time Citysearch did't call it right.,anecdotes/miscellaneous,neutral,"['This', 'is', 'the', 'first', 'time', 'Citysearch', ""did't"", 'call', 'it', 'right.']"
You should pass on the calamari.,food,negative,"['You', 'should', 'pass', 'on', 'the', 'calamari.']"
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",food,negative,"['The', 'porcini', 'mushroom', 'pasta', 'special', 'was', 'tasteless,', 'so', 'was', 'the', 'seafood', 'tagliatelle.']"
Try the spicy wontons and the salt pepper shrimps.,food,positive,"['Try', 'the', 'spicy', 'wontons', 'and', 'the', 'salt', 'pepper', 'shrimps.']"
THE FOOD PORTIONS ARE REALLY LARGE.,food,positive,"['THE', 'FOOD', 'PORTIONS', 'ARE', 'REALLY', 'LARGE.']"
The fries are yummy.,food,positive,"['The', 'fries', 'are', 'yummy.']"
"Friendly and informative staff, very attentive and prompt raw bar service.",service,positive,"['Friendly', 'and', 'informative', 'staff,', 'very', 'attentive', 'and', 'prompt', 'raw', 'bar', 'service.']"
Best Taiwanese food in NY!,food,positive,"['Best', 'Taiwanese', 'food', 'in', 'NY!']"
I have eaten at many pizza places around NYC and this is hands down the worst.,anecdotes/miscellaneous,negative,"['I', 'have', 'eaten', 'at', 'many', 'pizza', 'places', 'around', 'NYC', 'and', 'this', 'is', 'hands', 'down', 'the', 'worst.']"
This place is a great stop for great food.,food,positive,"['This', 'place', 'is', 'a', 'great', 'stop', 'for', 'great', 'food.']"
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,food,positive,"['All', 'the', 'pastas', 'are', 'fantastic', 'and', 'the', 'homemade', 'lasagna', 'is', 'some', 'of', 'the', 'best', 'that', 'I', 'have', 'had', 'in', 'the', 'City.']"
What for?,anecdotes/miscellaneous,neutral,"['What', 'for?']"
Fantastic!,anecdotes/miscellaneous,positive,['Fantastic!']
"they were dry and disgusting, i didn't even finish my first piece.",food,negative,"['they', 'were', 'dry', 'and', 'disgusting,', 'i', ""didn't"", 'even', 'finish', 'my', 'first', 'piece.']"
HIGHLY RECOMMENDED for a first date.,anecdotes/miscellaneous,positive,"['HIGHLY', 'RECOMMENDED', 'for', 'a', 'first', 'date.']"
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",service,negative,"['We', 'laughed', 'when', 'he', 'finally', 'offered', 'us', 'a', 'dessert', 'menu', 'and', 'we', 'left', 'a', '10', 'percent', 'tip,', 'which', 'was', 'generous,', 'I', 'feel.']"
And the prices were way to high for what you get.,price,negative,"['And', 'the', 'prices', 'were', 'way', 'to', 'high', 'for', 'what', 'you', 'get.']"
"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",anecdotes/miscellaneous,positive,"['But', 'people', 'from', 'Sichuan', 'will', 'die', 'for', 'it)', '', '-', 'Chongqing', 'Hot', 'Pot,', 'chongqing', 'was', 'the', 'biggest', 'city', 'of', 'Sichuan,', 'now', 'became', 'an', 'independent', 'province.']"
"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!",anecdotes/miscellaneous,conflict,"['Skip', 'Baroanda', 'down', 'the', 'street', '(Eurotrashy,', 'snooty', 'and', 'expensive)', 'and', 'check', 'this', 'place', 'out!']"
Skip this location and go to the one in Soho.,anecdotes/miscellaneous,conflict,"['Skip', 'this', 'location', 'and', 'go', 'to', 'the', 'one', 'in', 'Soho.']"
